cat1,cat2,name,raised,desc,ticker,start,end,www,,
Business services,,digitalbits,,"DigitalBits closes the gap of blockchain adoption by integrating with consumer apps - unlocking value in the pockets of millions. DigitalBits is a third generation protocol over the former Stellar network, that shares many of the same benefits, but differs in key aspects that support an enterprise-grade blockchain. By tackling the challenges of useability and mainstream adoption, DigitalBits sets an initial focus on the points economy seeking to enhance the liquidity and utility of these digital assets locked in many applications. The built-in decentralized exchange equipped with multi-hop technology creates a flexible marketplace for consumer assets, such as loyalty points and other non-fungible tokens, facilitating seamless transfer of value. The DigitalBits blockchain launched MainNet in March of 2018 and has already demonstrated that it can drive mass scale adoption. We expect to attain in excess of 20M user accounts in 2019 - furthering the vision of a global token economy. DigitalBits has received multiple early access program (EAP) entrants from some of the largest loyalty and enterprise companies in the world.",XDB,30th Dec 2018,15th Apr 2019,https://www.digitalbits.io,Cayman Islands,https://storage.googleapis.com/westart-files/digitalbits-pre-sale/DigitalBits_Whitepaper_2_2.pdf
Business services,,feedchain,,"Feedchain rely on a sophisticated stack of technology including mobile phones, high-speed data, GPS, and APPs in combination with the Ethereum blockchain to create a de-centralized and tokenized economy within the food industry. In this token economy, people can use their houses as restaurants business and farmers, fishers or gardeners can use their houses as a market to sell their products. Millions of people now have a means to work from home and earn money. Feedchain home-based restaurant platform will be an immediate means to provide employment to millions of unemployed homeowners around the globe. A means through which consumers around the globe will have access to endless varieties of pleasurable meals and freshly harvested groceries. In a short time, FEEDCHAIN will be a household name and a new blockchain economy",FEED,1st Sep 2018,30th Oct 2018,http://www.feedchain.io,Cayman Islands,https://feedchain.io/wp-content/uploads/2018/07/Official-White-Paper.pdf
Business services,,iown token,1.5,"iOWN is a Blockchain-based Investment Platform launched to bridge the gaps between Investors and Businesses seeking funding. iOWN Platform is a marketplace where users can choose from the various investment options listed on the platform. The users will be able to use the iOWN Tokens to access the aforementioned service offering of the iOWN Platform and benefit from other services. The iOWN Platform shall provide its users information and details about the various investment opportunities including business location, domain, and expected ROI.",iOWN,27th Jun 2019,30th Sep 2019,https://www.iowntoken.com,Cayman Islands,https://s3.amazonaws.com/iowngroup-public/material/iOWN-whitepaper-v1.6.1.pdf
Business services,,levolution,1.88384,"Levolution is an all-in-one platform that makes it easy for blockchain entrepreneurs to create, develop, market, and optimize ITO projects. In addition to showcasing ITOs and connecting projects with global sales teams with whom Levolution will develop working relationships, the platform helps entrepreneurs in the areas of service provider procurement, campaign creation, campaign management, and post-ITO execution.",LEVL,18th Mar 2019,1st Apr 2019,https://ito.levolution.io,Cayman Islands,https://ito.levolution.io/wp-content/uploads/2019/03/LEV-WP-ENG-1.3.9.pdf
Business services,,metoken,,"EconoMe is a new decentralized model for digital content creation. Me Tokens, an ERC-20 token, acts as a community currency by Me-adopted social commerce platforms. Optimized for all users, Style.me is a shoppable, Instagram-like fashion experience. Style.me monetarily incentivises quality content creation from influencers and brands while rewarding users for opting in to receive targeted advertisements. The platform connects fashion influencers, consumers, and brands. For example, Influencers are able to post brands’ outfits on the platform. Shoppers like and share such posts. Using Style.me’s patented virtual fitting room, shoppers can try on the outfit, and even purchase directly. Fashion brands are happy due to a satisfied customer and a valued influencer.",METO,23rd Aug 2018,22nd Oct 2018,http://www.metoken.net,Cayman Islands,http://www.metoken.net/metoken_whitepaper_EN.pdf
Business services,,pledgecamp,0.7,"Pledgecamp is the next generation of crowdfunding. Current platforms, such as Kickstarter or Indiegogo, have given incredible opportunities to entrepreneurs and helped create a multi-billion dollar market. But the crowdfunding 1.0 model has been flawed since emerging a decade ago.",PLG,18th Feb 2019,19th Mar 2019,https://pledgecamp.com,Cayman Islands,https://pledgecamp.com/__pdf/pledgecamp_whitepaperv2_en.pdf
Business services,,safinus,,"A platform, where new entrants to the crypto market can join profitable cryptocurrency and ICO portfolios in just a few clicks. Additionally, experienced investors can significantly increase the volume of their managed capital, while professional traders and funds can attract new clients on a global scale",SAF,12th Sep 2018,12th Nov 2018,https://www.safinus.com,Cayman Islands,https://www.safinus.com/whitepaper/whitepaper.pdf
Business services,,selfkey,21.78,"SelfKey is a blockchain based digital identity system with an integrated financial services marketplace, designed to put identity owners in control of their personal data and instantly access Citizenship by Investment, Incorporation, Financial Services, Token Sales, Coin Exchanges and much more, in a safe, secure manner.",KEY Token,14th Jan 2018,14th Jan 2018,https://selfkey.org,Cayman Islands,https://selfkey.org/whitepaper/en/selfkey-whitepaper-en.pdf
Business services,,vertex,3,"Vertex.market is the world's first OTC Token market, where users can buy and sell vetted tokens without the need of an exchange listing. The Vertex marketplace is a hybrid platform, meaning that users can buy and sell tokens from the comfort of their own wallet. Vertex brings much needed liquidity to digital assets that are not yet listed on exchanges, by providing an ecosystem of valuable tokens to buy and sell at preferential rates. The portal is now live, and you can begin trading today: https://vertex.market",VTEX,1st Oct 2018,15th Feb 2019,https://vertex.market,Cayman Islands,https://vertex.market/static/whitepaper/vertex_whitepaper.pdf
Charity,,gainz token,,"The Gainz token platform is a ERC-20 token & Ethereum based smart contract network that currently works with a real FitBit device. Gainz token is “mined” by physical work and distributed when goals are completed. The smart contract technology allows personal trainers and fitness influencers to challenge other influencers in a step/calorie/distance FitBit challenge, winner takes all the tokens on the wager. The Gainz Token network is a blockchain product that you can use to create fitness challenges. The python backend continuously updates from the fitbit servers. The live fitbit continuously pushes data throughout the day. Once the data is on the fitbit servers you can access it from the Fitbit API library once a user inputs their users credentials. Once a user registers with fitbit, you input your users credentials into our platform. Our python code wraps up that fitbit data into a “data frame object” which can be easily used in our smart contract solidity program.",GAINZ,14th May 2018,15th Jun 2018,https://gainztoken.io,Cayman Islands,https://gainztoken.io/wp-content/uploads/2018/03/gainz-token-whitepaper-2.25v10.pdf
Communication,,laborcrypto,,"LaborCryptoTM is a light touch administrator in a people-powered freelance work ecosystem. Our algorithms match users with other users to hire and promote freelance work. LaborCrypto is the next iteration of ChoreReliefTM, a platform that streamlined gig economy match-making. LaborCrypto is using that experience and applying the power of blockchain smart contracts to decentralize corporate power structures and give more economic power to the freelance workers and those who hire them. We, at LaborCrypto, think differently and believe in challenging the status quo and giving power to freelance workers. And the way we do that, by connecting people from all over the world regardless of having a banking system or not, and allowing the freelancers to keep all of their earning and getting it immediately. We believe in sacrificing the numbers to save the people, and the way we are doing that, by sharing half of our ads and fee collected revenue with our users.",LBR,1st Nov 2018,30th Mar 2019,http://www.laborcrypto.com,Cayman Islands,https://laborcrypto.com/whitepaper
Communication,,pryvatecoin,,"Since 2013 Pryvate Ltd. the developers behind the PryvateNow app and specialists in industry leading e2e encryption services, are launching their own ICO. As the global necessity for encryption services grows in our current era of constant privacy-invasion scandals, so does the awareness and applications for blockchain technology. To take full advantage of this opportunity, Pryvate aims to raise $20M with their ICO, funding that will enable additional, continuous growth for their technologies, as well as effective marketing for its products at a worldwide scale. PVC aims at solving the crucial issue of crypto-hijacking with an incentive-based, fully-secure ecosystem of military-grade encryption technologies. Including one of our most exciting new features: a highly secure, containerized, lightweight crypto wallet, fully built into our application. This fully-secure Pryvate Crypto Wallet will end the hot versus cold wallet headache with a hybridization of hot and cold storage",PVC,9th Apr 2018,1st Aug 2018,https://www.pryvatecoin.io,Cayman Islands,https://pryvatecoin.io/docs/White-Paper.pdf
Cryptocurrency,,108 token,,"108 Token provides a diversified, low-cost and simplified exposure to the burgeoning asset class of cryptocurrencies. 108 Token gives investors ETF-style access and eliminates the complexities pertaining to coin selection, wallet management, etc. The token is an indexed ERC20 token that tracks the performance of top 15 cryptocurrencies by a supply-adjusted market cap. In order to provide a diversified exposure to investors, a maximum weight cap of 20% is imposed on each of the index constituents, and the underlying index is rebalanced on a monthly basis. The fee structure is aligned towards long-term performance and low due to the absence of intermediaries and other overheads. We provide investors the flexibility to contribute in either BTC/ETH or fiat for the ICO. To know more about 108 Token and its historical performance against BTC and other benchmarks.",108T,1st Jun 2018,31st Aug 2018,https://108token.com,Cayman Islands,https://108token.com/108%20White%20Paper.pdf
Cryptocurrency,,ammeris,,"The Ammeris Platform is a publicly accessible blockchain network designed to host frictionless interconnectivity between people, information databases, governments, global trade organizations, capital markets, and machines. It offers a 100% renewables-powered token economy on the Ammeris Blockchain (its main database) that is complemented by the Ammeris Blockchain Stack (ABS), an enterprise-ready architecture for building, deploying and managing decentralized applications (dApps) through a globally-distributed network of permissioned data centers delegated by the Foundation. It is technology agnostic and addresses many of the environmental, technological, economic, and consensus issues associated with existing approaches to dApps and provides the global blockchain and enterprise community with a set of powerful tools to create sustainable, interoperable, scalable and commercially viable applications",AMRS,1st Dec 2018,31st Dec 2018,https://www.ammeris.com,Cayman Islands,https://www.ammeris.com/ico#Whitepaper
Cryptocurrency,,axel,,"The AXEL.Network isn’t coming, it’s here. It’s live. A fully operational Masternode network bringing the future of the distributed web. We’ve built our Content Distribution Network (CDN) from the ground up using distributed technologies to foster a movement from centralized systems to a decentralized world. It’s a network that will change how the internet handles data.",AXEL,12th Aug 2019,13th Aug 2019,https://axel.network,Cayman Islands,https://axel.network/wp-content/uploads/2019/07/AXEL-White-Paper-v2.0-English.pdf
Cryptocurrency,,cellblocks,,"Over 2 million inmates housed in this country's prisons make purchases with a financial system that has not always worked as designed. In 2014, ConCoin (acquired by CellBlocks in 2017) was developed as an effective alternative to a quickly failing financial network. State and federal inmates need a payment system that is secure, fast, and efficient. The CellBlocks system will provide inmates with the means to receive and spend their tokens. These tokens have a limited right of use on the CellBlocks network.",CLBK,1st Apr 2018,10th Jun 2018,https://www.cellblocks.io,Cayman Islands,https://cellblocks.io/whitepaper.pdf
Cryptocurrency,,digital developers fund,2,"DDF offers investors an opportunity to participate in high growth digital assets such as domain names and crypto currency. The roots of the DDF go back to 2010, when DDF was incorporated as “Domain Developers Fund” in the Cayman Island. DDF holds over 1,350 premium domains such as Swords.com, Audits.com, Exhibitions.com or PR.uk. In 2017, the fund rebrands to “Digital Developers Fund” and raises funds via an ICO to expand its asset allocation.",DDF,10th Jul 2017,9th Aug 2017,https://www.digitaldevelopersfund.com,Cayman Islands,
Cryptocurrency,,evareiumsto,2,"Evareium (EVM) presents an opportunity to invest in a new real estate asset-pool fund and asset management company, that will manage investment funds via blockchain tokens, offering the opportunity for immediate, tokenized exchange in an otherwise inherently highly-illiquid, long-term-only asset investment class. EVM will target only lucrative off-market real estate asset acquisitions, with high capital growth and strong investment returns potential fundamentals. Giving instant liquidity through tokenized exchange via the blockchain – a first for the $ 3 trillion+ real estate fund industry globally.",EVM,1st Mar 2018,19th May 2018,https://www.evareium.io,Cayman Islands,https://www.evareium.io/assets/img/pdf/Evareium-White-Paper-January-2018.pdf
Cryptocurrency,,incremint.io,,"Incremint can be used for any transaction (token sale, crowdfunding campaign, purchase of goods) where the parties want to make sure the pre-agreed terms are satisfied before the digital funds change hands. Incremint facilitates successful digital transactions for clients by: - Establishing trust among the parties (startup team and token holders, buyer and supplier, etc.). - Encouraging parties to fulfill their promises (what was agreed to happen before the assets change hands). - Adding credibility and visibility to projects selling tokens or seeking funding. - Providing a decentralized dispute resolution mechanism. - Ensuring that all decisions are recorded on public blockchain.",MNTS,1st Jun 2018,31st Aug 2018,http://www.incremint.io,Cayman Islands,https://incremint.io/pdf/Incremint.pdf
Cryptocurrency,,insights network,17.4,"Insights is automating the data brokerage industry via blockchain technology and smart contracts. Users securely own, manage, and monetize their data with the Insights Wallet. Data Brokerage corporations are generating $200 Billion a year in revenue. The Insights Network will transfer that wealth from corporation to consumer over the next ten years.",INSTAR,28th Jan 2018,14th Feb 2018,https://insights.network,Cayman Islands,https://s3.amazonaws.com/insightsnetwork/INSWhitepaperV0.3.pdf
Cryptocurrency,,kinesis,193.872,"Kinesis has introduced yield-bearing digital currencies, based 1:1 on physical, allocated, gold and silver. When you purchase Kinesis currencies, you are simultaneously allocated real gold or silver stored securely in one of several third-party vaults around the world ensuring no counterparty risk. These digital coins (KAUs represents the gold-based coin and KAGs represents silver), can easily be spent at point of sale through the Kinesis debit card, allowing users to make fast and safe transactions. Holders of Kinesis currencies can redeem the coin and take delivery of the underlying physical precious metal guaranteeing intrinsic value with this cryptocurrency. The Kinesis Velocity Token (KVT) public sale is now live, with a successful pre-sale raise of $55 million Kinesis is on track to achieve the hard cap target of $300 million. This initiative was founded by ABX, a leading online exchange platform for physical bullion, with deep expertise in the gold industry.",KVT,10th Sep 2018,7th Sep 2019,https://kinesis.money/en,Cayman Islands,https://kinesis.money/documents/whitepaper.pdf
Cryptocurrency,,laneaxis,,"LaneAxis Virtual Freight Management is patented technology built to connect Shippers directly to Carriers, giving both real-time visibility and proactive control over every shipment — as well as cutting out expensive middlemen. LaneAxis is now building a blockchain solution to transform the transportation industry. The LaneAxis interaction platform leverages Blockchain technology, and more specifically, auditable immutability and traceability of records to act as a bridge between carriers, shippers, trucks, and regulators. AXIS tokens act as a provenance and trust protocol for data across disparate semi-trusting organizations. The platform is built over a high performance enterprise blockchain, with the AXIS utility token required for blockchain entry, IoTs installed in trucks, client side applications and integration platforms to integrate with legacy systems.",AXIS,21st Jun 2018,22nd Dec 2018,http://www.laneaxis.io,Cayman Islands,https://www.laneaxis.io/assets/whitepaper/LaneAxis-regular-whitepaper-V2.4-6-20-18.pdf
Cryptocurrency,,menlo one,2.6615,"Menlo One is a crypto-tech company that has built an open-source framework for making decentralized applications easier and faster to use in the Web 3.0 era. Forbes named us a Top Ten Blockchain Company to Watch."" in 2018.""",ONE,17th Sep 2018,15th Oct 2018,https://menlo.one,Cayman Islands,https://menloone.docsend.com/view/uu6vcy9
Cryptocurrency,,optitoken,,"Optitoken is a hyperdeflationary cryptocurrency, fueled by a 24/7 algorithmic trading portfolio of manually selected cryptocurrencies. The algorithm takes advantage of price swings among a select group of tokens, known as "The Basket," made up of a variable number of coins deemed statistically or categorically undervalued. Optitoken's trademark strategies of Buy Pressure and Strategic Scarcity create perfect conditions for price appreciation. As our algorithm trades automatically between the basket of tokens, a portion of the profits created will be used to buy OptiToken on the market, thus providing upward price pressure. Afterwards, the tokens will be sent to an unspendable address to be destroyed, creating scarcity. The effect of this strategy is to nurture a market that has very strong buy support and solves a common problem of new ICO’s that can't find any volume. This strategy means Optitoken can grow even in bear markets, as proved by the live portfolio on our site.",$OPTI,1st Apr 2018,1st Jul 2018,https://optitoken.io,Cayman Islands,https://optitoken.io/White_paper.pdf
Cryptocurrency,,pentacore,,"PentaCore empowers investors to be part of a new movement of democratic, disruptive technology through sound investment. PentaCore`s first product, PentaFund, enables investors to gain exposure to the cryptocurrency market through a tokenized fund designed to deliver superior risk adjusted returns. Pentacore tokens (PENT) represent fractional ownership in the Net Asset Value (NAV) of PentaFund. Redemption periods will be offered every 3 months and constitute up to 10 percent of the funds Net Asset Value. All funds raised, net of management fees will be directly invested in an actively managed portfolio of crypto-assets.",PENT,9th Apr 2018,26th May 2018,https://PentaCore.io,Cayman Islands,https://pentacore.io/pdfs/PentaCore_whitepaper_20170115.pdf
