cat1,cat2,name,raised,desc,ticker,start,end,wwwaustralia,,unchainet,0.1,"Unchainet is a decentralized heterogeneous cloud network designed by a team of core developers with 75+ years of combined experience including extensive experience in cloud computing. Unchainet's platform targets the niche market for dApp developers and cloud computing users. Unlike existing distributed cloud solutions, Unchainet's application layer sits on our native blockchain making it both an IaaS/PaaS protocol. Our reputation blockchain allows users to access quality providers and allows reliable sellers to seamlessly monetize their server grade computing resources.",UNET,27th Aug 2018,31st Dec 2018,https://www.unchainet.com/?utm_source=ico.tokens-economy.com,Australia,
switzerland,,smart containers,15.42,"Smart Containers Group is a Swiss high-tech container provider aiming to create the first fully autonomous container based on blockchain technology, consequently disrupting the logistics industry. Blockchain-based software and an IoT infrastructure is the core of Smart Containers Group strong technological ground, enabling to track and monitor each container around the world and making Smart Containers Group the largest provider of IoT airfreight containers on the market. The combination of hardware, software and service enables Smart Containers Group to assertively position its division company SkyCell among the top four providers of pharma containers in the industry. Through the FoodGuardians division, the next generation of reusable containers and boxes to transport temperature sensitive food products will be offered regionally and globally, preserving the product’s freshness and traceability. Using blockchain as transformative technology in logistics, Smart Containers Group is driven by the opportunity to create the LOGI CHAIN, a fully integrated, seamless logistic ecosystem that will be accessible to all industry players at minimal cost. Therefore, Smart Containers Group will lead the way towards a more efficient, client-centric and cost-effective industry standard.",SMARC,7th Jun 2018,30th Jun 2018,https://smartcontainers.ch/?utm_source=ico.tokens-economy.com,Switzerland,
switzerland,,swiss alps mining,10.529563,"We are connecting the world of blockchain with the Swiss mountains. We offer environmentally friendly mining in unused buildings in the Swiss alps, reducing power consumption by up to 50% thanks to natural climate conditions and an ORC power recovery system.",SAM,1st Oct 2018,29th Oct 2018,https://swissalpsmining.io/en/home?utm_source=ico.tokens-economy.com,Switzerland,
UK,,ax1,1.0,"The concept of AX1 is to give token holders the chance to profit from the mining of various cryptocurrencies without the need for any technical knowledge. AX1 token holders are effectively buying a stake in a centralised mining pool, managed from a state-of-the-art data centre. With AX1, we are offering token holders the chance to participate in a managed mining operation and enjoy capital appreciation via contractually guaranteed economic rights in the portfolio of mined coins. After deduction of any costs and liabilities incurred by the issuer, at least fifty percent of the value of the mined coins will be placed in a segregated account in order to asset back the AX1 Tokens. Under this arrangement, the Issuer will have NO further entitlement to withdraw, or otherwise use for any purpose of the issuer, ANY of the assets of this segregated account: its value therefore provides a solid basis for the perpetual asset-backing of the AX1 token and peace of mind to AX1 token holders that the Tokens are a true and verifiable store of value. The assets held in the segregated account, though off limits to the Issuer will not just languish, however, but continue to be advised upon by the Investment Advisory committee and therefore could be deployed in Proof of Stake activities and or by being traded as part of exchange operations to the increased value of the token holders. The segregated account will even be audited on a quarterly basis to provide yet more confidence to token holders with the results posted onto our online portal for review.",AX1,16th Apr 2018,11th Jun 2018,https://ax1.io?utm_source=ico.tokens-economy.com,UK,
USA,,22x fund,,"The first tokenized opportunity to invest in a group of pre-vetted early stage startups. ~2% acceptance rate for companies chosen for the 500 Startups accelerator program. Get proceeds from the startups as they grow, exit or IPO or trade the 22X Fund token.",22X,9th Mar 2018,23rd Mar 2018,https://www.22xfund.com/?utm_source=ico.tokens-economy.com,USA,
USA,,aml bitcoin,,"AML BitCoin has been designed by the NAC Foundation, and builds on the AtenCoin platform. The cryptocurrency has built in KYC/AML, anti-theft and anti-criminal features, as well as biometric identification built into the platform. This enables it to be used by companies and individuals transacting with State, Semi-State, Regulated and Unregulated bodies. All AML BitCoin transactions are transparent and recorded in a public ledger, and the senders and receivers are pseudonymous to the public. The transaction validation is decentralized. Every AML BitCoin holder can join this process through PoW/PoS mining.",ATK,6th Oct 2017,13th Feb 2018,https://amltoken.com/?utm_source=ico.tokens-economy.com,USA,
USA,,bonafi,,"Authenticating the Supply Chain Using Blockchain Technology. By integrating the Crypto-Tag™ and Mobile Application with Blockchain technology, we are empowering Brands, Retailers, and Consumers the ability to fight against counterfeit products.",BONA,5th Nov 2018,23rd Dec 2018,https://www.bonafi.io?utm_source=ico.tokens-economy.com,USA,
USA,,citizen health,0.118887,"We’re capitalizing on the growing trends toward free-market medicine, the rise of Direct Patient Care, and the frustration people face from confusing medical bills & rising premiums. Utilizing the latest advances in blockchain technologies, wearables, and machine learning, we’re solving core problems to reinvent the way healthcare services are offered and purchased. Our foundational developments: 1. Humantiv, a collaborative operating system designed to optimize health & wellness by incentivizing people to pursue healthy lifestyles with the help of wearable technology. 2. Medoplex, an open & transparent marketplace where healthcare buyers & sellers transact directly in a free market economy without insurance intermediaries. 3. “Health as a Service,” personalized subscriptions for health & wellness based on members’ genetics, microbiomics, wearable data, and medical records.",MDX Token,15th Mar 2018,21st Oct 2018,https://citizenhealth.io?utm_source=ico.tokens-economy.com,USA,
USA,,coinmint,,"Each CBM Token is equal to 1 terahash of processing power, and is offered to accredited U.S. investors under Regulation D and non-U.S. investors under Regulation S viaSecuritize.io security token issuance platform. Coinmint's bitcoin mining operations are located in the former Alcoa Massena East aluminium smelting facility in upstate New York and benefits from over 400mw of available renewable hydroelectric power at ca. $0.02/kWh. All of the hashrate produced by the Tokenized Mining Business is contributed to a Mining Pool Partner, which at present is Slush Pool, to undertake Mining activities. Each Token Holder will be entitled to their pro rata share of mining rewards equal to the gross mining rewards less the operating costs and any associated fees. The Issue will be conducted in rolling closes, the first of which is expected to be September 15th, or until the hashing target is reached.",CBM,1st Aug 2018,25th Sep 2018,https://www.coinmint.io?utm_source=ico.tokens-economy.com,USA,
USA,,coinseed,,"Coinseed makes it easier for everyone to start investing in cryptocurrencies. A user can simply collect their spare change to invest or he/she can be more active by controlling their portfolio day to day. The Coinseed platform ranks the users' portfolios by their returns. Any user can replicate another user's portfolio with just a click of a button. We rank all users' portfolios by their returns and our users can copy the best performing portfolios from each other. When a Coinseed user converts their current portfolio to another portfolio that they like, there is a 1% fee on the total asset that is being converted. Coinseed will distribute 50% of this revenue to the CSD token holders every month.",CSD,20th Mar 2018,20th May 2018,https://www.ico.coinseed.co/?utm_source=ico.tokens-economy.com,USA,
USA,,epigencare,0.036701,"EpigenCare is connecting consumers with skincare companies through a direct-to-consumer skincare test and web platform on the Ethereum network. Consumers will be able to receive actionable recommendations of optimized skincare products to use, as well as assess the progress of their skincare routines, based on their skin's epigenetic profiles. A reward mechanism is implemented to encourage recurring tests and create transaction records on the blockchain ledger. This tokenization of data allows consumers to verify that their data is used solely for their own benefit in the structured ecosystem, solving the problem of perceived instrusiveness associated with personal tests requiring consumer DNA.",EPIC,16th Apr 2018,31st Jul 2018,https://www.epigencare.com/?utm_source=ico.tokens-economy.com,USA,
USA,,geneos,,"genEOS exploits an innovative model to achieve transparent and fair token distribution. A US-based non-profit organization will administer the funds generated and manage the token distribution process, securing legal and regulatory compliance and ensuring the genEOS project is transparent and a great opportunity for business.",genEOS,26th Jun 2018,23rd Dec 2018,https://geneos.io/?utm_source=ico.tokens-economy.com,USA,
USA,,gramarye media,,"We’re the first cross-media studio — complete with content development, production, and distribution — on the east coast. Our core focus is mitigating risk, reducing costs, and opening new revenue streams for story franchises.",Mythos,1st Oct 2018,31st Dec 2018,https://www.gramaryemedia.com?utm_source=ico.tokens-economy.com,USA,
USA,,miami crypto exchange,,"Miami Crypto Exchange (MCEX) is leading the charge to transform financial investments and instruments into compliant tokens uniquely providing a single trading platform for security tokens and cryptocurrencies with the ease of liquidity to US dollars and providing a gateway to Latin American markets and the world. MCEX is a fully-compliant-focused security token and cryptocurrency exchange platform equipped with a Florida Money Transmission license and FinCen registration allowing its proprietary and secure Mecury Cash wallet to provide immediate access to US-dollar liquidity.",MCEX,17th Apr 2018,17th Oct 2018,https://www.miami.exchange/?utm_source=ico.tokens-economy.com,USA,
USA,,minthealth,0.150738,"MintHealth is a global, decentralized health platform that aligns healthcare stakeholders around the shared goal of patient empowerment and improved clinical outcomes, at lower costs. To achieve these goals, MintHealth is introducing two tokens on the Ethereum blockchain: Vidamints and the MintHealth Security Token. With 40-56M annual deaths, globally, from chronic conditions, MintHealth set out to solve a simple problem: patient data is fragmented and spread across multiple data silos, making them unavailable to educate and empower patients to be more proactive about their own health. This means patients are relegated to passive rather than proactive rolls in their own health care, leading to rising healthcare costs, poor medical outcomes, and immense poverty in the developed world.",MHST,20th Apr 2018,10th Sep 2018,https://www.minthealth.io/?utm_source=ico.tokens-economy.com,USA,
USA,,monetizr,0.7,"Monetizr (Techstars) is the go-to platform for in-game economies. The Monetizr game reward engine integrates directly with games and reward gamers with MTZ tokens for their time and skill. The Monetirzr rewards increase play time and engagement, therefore increasing game developer in-app purchase and advertising revenue. Gamers use MTZ tokens in any participating game to purchase in-game items or physical game-related merchandise.",MTZ,25th Aug 2018,25th Sep 2018,https://www.monetizr.io/?utm_source=ico.tokens-economy.com,USA,
USA,,ping chain,,"A fundamental gap in technology has finally been solved on the Ethereum Blockchain as reliable scheduling of smart contracts has become a reality. DApp City announced the successful launch of Ping Chain (www.pingchain.co) to provide Smart Contract Execution as a Service. Ping Chain offers blockchain developers a variety of events that can be monitored and used as triggers for remote execution. The core event type - time intervals - is live today on the Ethereum main net and Ropsten test net. The time interval event type allows developers to execute their smart contracts code on a regular interval, such as every minute or every day.",PNG,1st Mar 2018,31st Mar 2018,https://www.pingchain.co/?utm_source=ico.tokens-economy.com,USA,
USA,,pokersports,0.5,"PokerSports is a platform that offers a variety of different fantasy sports games that are tailored to each one of our user's personal interests. Our games require skill, strategy and social interaction to give our users an experience never seen before in this industry. Through the integration of the iGaming and eSports markets, we are looking to revolutionize the way fantasy sports are played today. With the introduction of the PokerSports Token (XPST), PokerSports users from all over the world will be able to use a unique decentralized digital currency to play all available games, making for quick and easy transactions under a trustless system.",XPST,24th Mar 2018,21st May 2018,https://www.pokersports.io/?utm_source=ico.tokens-economy.com,USA,
USA,,property coin,,"Property Coin (PCX) is the first security token backed by a professionally managed portfolio of fix and flip real estate and loans. PCX is managed by Aperture, a California-based real estate technology and investment company. 100% of profits from investing in real estate assets will be reinvested, buying additional real estate assets for tokenholders, which should increase the market value of PCX. Property Coin merges traditional securitization technology into the coin format, and is being created in conjunction with one of the most respected law firms in structured finance. We have been beta testing our systems and methods since 2016, making real world property investments with our own capital. This testing has resulted in the rejection of approximately 99.8% of available investment opportunities and we select only 0.2% of opportunities viewed. To date we have produced over 50% unlevered IRRs on our investments.",PCX,1st May 2018,31st Jul 2018,https://propertycoin.re/en/?utm_source=ico.tokens-economy.com,USA,
USA,,the forge network,,"Forge Coin is a hybrid Proof of Work and Proof of Stake token offering 5% annual interest for stakers. However, The Forge Network is much more than a token, it will be a complete cryptocurrency ecosystem, a marketplace, an easy to use desktop and mobile interface, and a valuable tool in emerging markets like the gaming economy, voice assistants, and connected-home technology, all through the use of FRG tokens.",FRG,24th Feb 2018,24th Mar 2018,https://theforgenetwork.com?utm_source=ico.tokens-economy.com,USA,
USA,,tzero,134.0,"Our platform integrates cryptographically secure distributed ledgers with existing market processes to reduce settlement time and costs, increase transparency, efficiency and auditability.",TZRO,9th Jun 2018,9th Aug 2018,https://www.tzero.com/?utm_source=ico.tokens-economy.com,USA,
USA,,vaultbank,10.0,"Vaultbank is a global investment firm, committed to sound financial investment and technological advancement. Unlike most cryptocurrencies that are utility tokens, Vaultbank is offering private security tokens, which represent beneficial ownership interests in non-voting equity shares in Vaultbank’s future revenue generating business ventures. These include, but are not limited to, an exchange that is in development, a debit MasterCard, and the Vaultbank Fund, which will be comprised of an asset backed credit portfolio. Vaultbank intends to build token value with its experienced management team and, subject to the board and holders of voting shares, pay quarterly dividends to its token holders. The Vaultbank investment opportunity is available to accredited investors per Reg D, Section 506(c) and Reg S, as an exempt offering. Vaultbank will create an asset backed credit portfolio by utilizing the expertise of the Vaultbank senior portfolio management team from established financial firms with the artificial intelligence and machine learning talent of Random Forest Capital, a San Francisco quantitative hedge fund. Vaultbank intends to then use a warehouse line of credit to provide leveraged returns for token investors. Further making cryptocurrency accessible to consumers, Vaultbank will be offering a debit card to facilitate purchasing everyday items using cryptocurrencies at point-of-sale terminals around the world. The Vaultbank debit card will allow cryptocurrency investors and consumers to facilitate foreign exchange transactions at highly competitive rates on seventeen (17) of the largest global currencies and to use their holdings as tender. Additionally, Vaultbank is in development on the Vaultbank cryptocurrency exchange, a secure cryptocurrency ICO investing and trading portal that plans to offer low transaction fees, reliable customer service, and access to other private security tokens offerings as well as trading of utility tokens.",VB,18th Jan 2018,18th Feb 2018,https://vaultbank.io/?utm_source=ico.tokens-economy.com,USA,
