cat1,cat2,name,raised,desc,ticker,start,end,www
Business services,,spice,,"SPiCE’s vision is to utilize blockchain technologies to disrupt the venture capital industry with the first truly liquid and inclusive VC fund, issuing regulatory-compliant securities tokens. SPiCE tokens will be tradable, and will entitle holders to 100% of net exit revenues.",SPiCE,1st Dec 2017,31st Dec 2017,https://www.spicevc.com/?utm_source=ico.tokens-economy.com,UK,
Business services,,token security scheme,,"Token Security Scheme (TSS) aims to address the existing security gaps in the crypto-currencies eco-system and prevent attacks on any exchange or facility storing such digital assets. With a strong background in digital key management in the payment and banking industry, our team of cyber security experts plan to implement this technology and its best practices to strengthen security in the crypto-currency eco-system.",TSS,6th Nov 2017,6th Dec 2017,https://www.tsstoken.com/?utm_source=ico.tokens-economy.com,Singapore,
cat1,cat2,name,raised,desc,ticker,start,end,www
cat1,cat2,name,raised,desc,ticker,start,end,wwwcat1,cat2,name,raised,desc,ticker,start,end,www
cat1,cat2,name,raised,desc,ticker,start,end,wwwcat1,cat2,name,raised,desc,ticker,start,end,wwwcat1,cat2,name,raised,desc,ticker,start,end,www
Cryptocurrency,,ax1,1.0,"The concept of AX1 is to give token holders the chance to profit from the mining of various cryptocurrencies without the need for any technical knowledge. AX1 token holders are effectively buying a stake in a centralised mining pool, managed from a state-of-the-art data centre. With AX1, we are offering token holders the chance to participate in a managed mining operation and enjoy capital appreciation via contractually guaranteed economic rights in the portfolio of mined coins. After deduction of any costs and liabilities incurred by the issuer, at least fifty percent of the value of the mined coins will be placed in a segregated account in order to asset back the AX1 Tokens. Under this arrangement, the Issuer will have NO further entitlement to withdraw, or otherwise use for any purpose of the issuer, ANY of the assets of this segregated account: its value therefore provides a solid basis for the perpetual asset-backing of the AX1 token and peace of mind to AX1 token holders that the Tokens are a true and verifiable store of value. The assets held in the segregated account, though off limits to the Issuer will not just languish, however, but continue to be advised upon by the Investment Advisory committee and therefore could be deployed in Proof of Stake activities and or by being traded as part of exchange operations to the increased value of the token holders. The segregated account will even be audited on a quarterly basis to provide yet more confidence to token holders with the results posted onto our online portal for review.",AX1,16th Apr 2018,11th Jun 2018,https://ax1.io?utm_source=ico.tokens-economy.com,UK,
Cryptocurrency,,evareium,2.0,"Evareium (EVM) presents an opportunity to invest in a new real estate asset-pool fund and asset management company, that will manage investment funds via blockchain tokens, offering the opportunity for immediate, tokenized exchange in an otherwise inherently highly-illiquid, long-term-only asset investment class. EVM will target only lucrative off-market real estate asset acquisitions, with high capital growth and strong investment returns potential fundamentals. Giving instant liquidity through tokenized exchange via the blockchain – a first for the $ 3 trillion+ real estate fund industry globally.",EVM,1st Mar 2018,19th May 2018,https://www.evareium.io/?utm_source=ico.tokens-economy.com,Cayman Islands,
Cryptocurrency,,finterra,,"FINTERRA is a start-up fintech company. We specialize in harnessing and integrating leading technologies, and in drawing upon our experience as professional IT specialists to create, design and develop the FINTERRA’s Blockchain.",FIN,1st Nov 2018,15th Mar 2019,http://www.finterra.org/?utm_source=ico.tokens-economy.com,Singapore,
Cryptocurrency,,fitblox,,"Fitblox is a health, fitness, and social community platform built on the EOS blockchain, combining incentive-based rewards and social media monetization. The Fitblox DApp will empower users to monetize both their fitness journey and social media experience by utilizing a unique stake-weighted voting system which encourages users to participate in a motivational advancement model. Fitblox is the intersection of user monetized social media and secure fitness tracking technology enabled by the EOS blockchain. The FITBLOX DApp will enable users to control their own data & content by providing access to secure fitness tracking technology merged with an immersive incentive-based rewards social media experience. Our DApp will leverage DPOS as the basis for our stake-weighted voting system which will enable content creators to be rewarded by the community for sharing useful content. Fitblox will offer users access to a symbiotic marketplace for health and fitness products and content, creating a 360° user experience.",FBX,29th Oct 2018,30th Mar 2019,https://www.fitblox.io/?utm_source=ico.tokens-economy.com,USA,
Cryptocurrency,,krypti.io,,"Our goal is to bring stability to the market with KryptiWallet. KryptiWallet provides transaction security superior to any existing wallet through the use of patented Eclypses MicroTokenExchange™ (MTE) technology. It also takes data security to a new level by storing data inside the PCI DSS Level 1, HIPAA certified Eclypses Digital Vault, ensuring that users and exchanges who use KryptiWallet are impervious to the numerous hacks and cryptocurrency thefts prevalent in today’s ecosystem. Not only does KryptiWallet provide superior security than other wallets, it is intuitive to use. Usability is one of the biggest drawbacks for protecting blockchain data of any type; the more secure a storage method is, the more cumbersome it can be to use. Many hardware based wallets require a high degree of technical aptitude and are very time consuming to use, preventing widespread adoption and use. KryptiWallet has a simple, elegant interface that is intuitive and for all users of any technical level.",KRY,27th Aug 2018,18th Mar 2019,https://www.krypti.io?utm_source=ico.tokens-economy.com,Cayman Islands,
Cryptocurrency,,sonata.ai,,"Sonata.ai is all-in-one trading platform with long-term profit both to traders and holders. Our exchange is carefully created in cooperation with active exchange / Forex brokers and fintech enthusiasts. The application will provide a solution for novice and expert traders who want to focus on business, rather than struggle with messy user interface and nonsense functionality. Unlike other ICO projects, Sonata.ai exchange does not need additional resources for the development itself. We are fully backed by company in the financial industry. The main reason, why we release our token, is to attract early investors and share 80% of our revenue with them. We believe that personal involvement is a key to build healthy community. That is also why Sonata.ai is developed as a truly social platform.",SONT,28th Feb 2019,1st May 2019,https://sonata.ai/?utm_source=ico.tokens-economy.com,UK,
Cryptocurrency,,the forge network,,"Forge Coin is a hybrid Proof of Work and Proof of Stake token offering 5% annual interest for stakers. However, The Forge Network is much more than a token, it will be a complete cryptocurrency ecosystem, a marketplace, an easy to use desktop and mobile interface, and a valuable tool in emerging markets like the gaming economy, voice assistants, and connected-home technology, all through the use of FRG tokens.",FRG,24th Feb 2018,24th Mar 2018,https://theforgenetwork.com?utm_source=ico.tokens-economy.com,USA,
Cryptocurrency,,unicrypt,8.412548,"Unity uses a proprietary algorithm that scans the crypto-market and several blockchains for the most profitable coin to mine based on their current market value, volume, performance and mining difficulty. The algorithm controls all of Unity’s mining machines and re-configures them every minute, if necessary, to ensure the most profitable mining experience is achieved. It is of most importance to unity to give our customers the most profitable mining experience possible, in combination with absolute transparency and competence. Users gain access to our custom dashboard showing exactly what the miners are working on in real-time.",UNTY,21st Jan 2019,21st May 2019,https://unicrypt.com/?utm_source=ico.tokens-economy.com,Switzerland,
Cryptocurrency,,whisky token,0.326383,"WHISKY TOKEN (WHY) stands for a disruptive new possibility in the crypto currency market due to the combination of High-End Whisky and Blockchain technology. Our mission is to combine the unlimited growth potential of a cryptocurrency with the security of real whisky value.",WHY,1st Dec 2018,1st Apr 2019,http://www.whytoken.de/?utm_source=ico.tokens-economy.com,Germany,
Cryptocurrency,,zensports,0.1,"ZenSports is a peer-to-peer sports betting marketplace where anyone can create and accept sports bets with anyone else in the world, without the need for a centralized bookmaker. Bettors can fund their accounts, place bets, pay commissions, and cash out their winnings via cryptocurrencies (including ZenSports' own SPORT token). Through the utilization of smart contract technology via ICON’s blockchain protocol, as well as a defined token economy, ZenSports is able to offer a fully decentralized betting platform.",SPORT,1st Dec 2018,5th Jan 2019,http://www.gbn.services/2hq5?utm_source=ico.tokens-economy.com,USA,
Education,,gramarye media,,"We’re the first cross-media studio — complete with content development, production, and distribution — on the east coast. Our core focus is mitigating risk, reducing costs, and opening new revenue streams for story franchises.",Mythos,1st Oct 2018,31st Dec 2018,https://www.gramaryemedia.com?utm_source=ico.tokens-economy.com,USA,
Health,,citizen health,0.118887,"We’re capitalizing on the growing trends toward free-market medicine, the rise of Direct Patient Care, and the frustration people face from confusing medical bills & rising premiums. Utilizing the latest advances in blockchain technologies, wearables, and machine learning, we’re solving core problems to reinvent the way healthcare services are offered and purchased. Our foundational developments: 1. Humantiv, a collaborative operating system designed to optimize health & wellness by incentivizing people to pursue healthy lifestyles with the help of wearable technology. 2. Medoplex, an open & transparent marketplace where healthcare buyers & sellers transact directly in a free market economy without insurance intermediaries. 3. “Health as a Service,” personalized subscriptions for health & wellness based on members’ genetics, microbiomics, wearable data, and medical records.",MDX Token,15th Mar 2018,21st Oct 2018,https://citizenhealth.io?utm_source=ico.tokens-economy.com,USA,
Health,,medibit,,"The project aims to develop a network where patients and healthcare practitioners are connected without any intermediary. This network will be built upon a blockchain based platform connecting patients and healthcare practitioners via a decentralised (DApp). The platform allows patients to seek 2nd opinion along with sharing diagnostic reports. At the core of technology, project aspires to offer an innovative disruptive idea within the ICT space. The platform enables efficient sharing and exchange of information with stakeholders (patient, healthcare practitioners, investors, and wider community) while ensuring data integrity and protecting patient privacy. In addition, other service offerings also form the components of this network. These are: MediExchange, MediBank, MediIntelligence (market intelligence data collection unit). This platform represents a good solution to the healthcare industry as it has huge potential of reducing cost of operations, and interoperability challenges currently plaguing the implementation of mHealth initiatives across the globe.",MDB,7th Apr 2019,6th May 2019,https://www.medibitcoin.co.uk/?utm_source=ico.tokens-economy.com,UK,
Health,,minthealth,0.150738,"MintHealth is a global, decentralized health platform that aligns healthcare stakeholders around the shared goal of patient empowerment and improved clinical outcomes, at lower costs. To achieve these goals, MintHealth is introducing two tokens on the Ethereum blockchain: Vidamints and the MintHealth Security Token. With 40-56M annual deaths, globally, from chronic conditions, MintHealth set out to solve a simple problem: patient data is fragmented and spread across multiple data silos, making them unavailable to educate and empower patients to be more proactive about their own health. This means patients are relegated to passive rather than proactive rolls in their own health care, leading to rising healthcare costs, poor medical outcomes, and immense poverty in the developed world.",MHST,20th Apr 2018,10th Sep 2018,https://www.minthealth.io/?utm_source=ico.tokens-economy.com,USA,
Infrastructure,,coinmint,,"Each CBM Token is equal to 1 terahash of processing power, and is offered to accredited U.S. investors under Regulation D and non-U.S. investors under Regulation S viaSecuritize.io security token issuance platform. Coinmint's bitcoin mining operations are located in the former Alcoa Massena East aluminium smelting facility in upstate New York and benefits from over 400mw of available renewable hydroelectric power at ca. $0.02/kWh. All of the hashrate produced by the Tokenized Mining Business is contributed to a Mining Pool Partner, which at present is Slush Pool, to undertake Mining activities. Each Token Holder will be entitled to their pro rata share of mining rewards equal to the gross mining rewards less the operating costs and any associated fees. The Issue will be conducted in rolling closes, the first of which is expected to be September 15th, or until the hashing target is reached.",CBM,1st Aug 2018,25th Sep 2018,https://www.coinmint.io?utm_source=ico.tokens-economy.com,USA,
Infrastructure,,geneos,,"genEOS exploits an innovative model to achieve transparent and fair token distribution. A US-based non-profit organization will administer the funds generated and manage the token distribution process, securing legal and regulatory compliance and ensuring the genEOS project is transparent and a great opportunity for business.",genEOS,26th Jun 2018,23rd Dec 2018,https://geneos.io/?utm_source=ico.tokens-economy.com,USA,
Infrastructure,,snowdencoin,,"The Snowden Coin offers an annual return on investment and is a security asset token, issued by german stock-listed p2p developer TCU AG. It participates the token owner in 24% of all revenues of www.UltraUpload.io (Up/Download+integrated payment). ICO means are used to move the client databases into the blockchain and make the new censorship free file sharing infrastructure even government resistant. According to german security law, the sale is limited to 5 Mio. €/year. Only 24 Mio. coins are generated.",SNOW,23rd Nov 2018,22nd Jan 2019,https://www.snowden-coin.com?utm_source=ico.tokens-economy.com,Germany,
Infrastructure,,unchainet,0.1,"Unchainet is a decentralized heterogeneous cloud network designed by a team of core developers with 75+ years of combined experience including extensive experience in cloud computing. Unchainet's platform targets the niche market for dApp developers and cloud computing users. Unlike existing distributed cloud solutions, Unchainet's application layer sits on our native blockchain making it both an IaaS/PaaS protocol. Our reputation blockchain allows users to access quality providers and allows reliable sellers to seamlessly monetize their server grade computing resources.",UNET,27th Aug 2018,31st Dec 2018,https://www.unchainet.com/?utm_source=ico.tokens-economy.com,Australia,
Internet,,dovu,12.0,"Blockchain Powered Mobility. Built on Ethereum, DOV is the cryptocurrency for the mobility industry.",DOV,3rd Oct 2017,17th Oct 2017,https://dovu.io/?utm_source=ico.tokens-economy.com,UK,
Internet,,swarm fund,5.5,"Swarm Fund is the blockchain for private equity. Swarm is creating a unique market infrastructure built on blockchain technology that enables investing cryptocurrency into real assets and deploying traditional capital into crypto markets in a new way. Swarm is built for: Crypto Investors who want to de-risk their portfolios, Family Offices looking for a more efficient way to invest into crypto and alternatives, and everyday retail investors searching for access to opportunities that were not accessible before. With a legal and regulatory framework compatible with institutional investors, automation to remove middle men, and prioritizing access for all, Swarm can streamline and help double the Private Equity industry from $2.5 trillion to $5T+ in the next five years.",SWM,21st Oct 2017,28th Oct 2017,https://swarm.fund/?utm_source=ico.tokens-economy.com,USA,
Investment,,blueocean,,"BlueOcean Ventures is a Swiss venture capital firm specialized in investing in ventures from the medical field. For the first time, the BlueOcean STO gives investors the possibility of buying a tradable token (BOV Token) in the highly illiquid asset class of Swiss and European Medtech and life science venture capital investments. 5 Existing portfolio companies, This STO will allow investing in more startups in order to reach a portfolio size of 8 to 12.",BOV,15th Oct 2018,31st Mar 2019,https://blueocean.swiss/?utm_source=ico.tokens-economy.com,Singapore,
Investment,,cindx,3.86884,"CINDX provides a platform that allows investor to choose a manager for his or her portfolio and securely trade cryptocurrencies, for a reasonable success fee. Using CINDX, investors can now access a range of verifiable, transparent statistics pertaining to individual managers in order to choose a suitable trading strategy. Investors don't have to transfer assets to the platform and charged only with success fee. Proficient managers get rewards and higher success fee rate. vendors provided with SDK to build trading and analytical products and marketplace to sell them without transferring code behind the product.",CINX,8th Oct 2018,26th Dec 2018,https://cindx.io/d?utm_source=ico.tokens-economy.com,Estonia,
Investment,,coinseed,,"Coinseed makes it easier for everyone to start investing in cryptocurrencies. A user can simply collect their spare change to invest or he/she can be more active by controlling their portfolio day to day. The Coinseed platform ranks the users' portfolios by their returns. Any user can replicate another user's portfolio with just a click of a button. We rank all users' portfolios by their returns and our users can copy the best performing portfolios from each other. When a Coinseed user converts their current portfolio to another portfolio that they like, there is a 1% fee on the total asset that is being converted. Coinseed will distribute 50% of this revenue to the CSD token holders every month.",CSD,20th Mar 2018,20th May 2018,https://www.ico.coinseed.co/?utm_source=ico.tokens-economy.com,USA,
Investment,,cyber capital invest,,"Today Crypto Currency is becoming mainstream. As a result, the profits to be made from trading Cryptocurrency have become very well known, through friends, colleagues and the media. Stories of people turning a small piece of capital into exponential growth, a large nest egg, by investing in and trading Cryptocurrency. Although Crypto is becoming mainstream there is still an enormous amount of the population who don’t fully understand how it works and how to use it. People who don’t know how to setup a Crypto wallet, buy currency, read the market signs, in order to know when to trade. The Cyber Capital Invest mission is to offer our users the most flexible and secure cryptocurrency investment fund with a highly profitable business model.",CCI,12th Nov 2018,3rd Dec 2018,http://www.cybercapitalinvest.io/?utm_source=ico.tokens-economy.com,Estonia,
Investment,,miami crypto exchange,,"Miami Crypto Exchange (MCEX) is leading the charge to transform financial investments and instruments into compliant tokens uniquely providing a single trading platform for security tokens and cryptocurrencies with the ease of liquidity to US dollars and providing a gateway to Latin American markets and the world. MCEX is a fully-compliant-focused security token and cryptocurrency exchange platform equipped with a Florida Money Transmission license and FinCen registration allowing its proprietary and secure Mecury Cash wallet to provide immediate access to US-dollar liquidity.",MCEX,17th Apr 2018,17th Oct 2018,https://www.miami.exchange/?utm_source=ico.tokens-economy.com,USA,
Investment,,vaultbank,10.0,"Vaultbank is a global investment firm, committed to sound financial investment and technological advancement. Unlike most cryptocurrencies that are utility tokens, Vaultbank is offering private security tokens, which represent beneficial ownership interests in non-voting equity shares in Vaultbank’s future revenue generating business ventures. These include, but are not limited to, an exchange that is in development, a debit MasterCard, and the Vaultbank Fund, which will be comprised of an asset backed credit portfolio. Vaultbank intends to build token value with its experienced management team and, subject to the board and holders of voting shares, pay quarterly dividends to its token holders. The Vaultbank investment opportunity is available to accredited investors per Reg D, Section 506(c) and Reg S, as an exempt offering. Vaultbank will create an asset backed credit portfolio by utilizing the expertise of the Vaultbank senior portfolio management team from established financial firms with the artificial intelligence and machine learning talent of Random Forest Capital, a San Francisco quantitative hedge fund. Vaultbank intends to then use a warehouse line of credit to provide leveraged returns for token investors. Further making cryptocurrency accessible to consumers, Vaultbank will be offering a debit card to facilitate purchasing everyday items using cryptocurrencies at point-of-sale terminals around the world. The Vaultbank debit card will allow cryptocurrency investors and consumers to facilitate foreign exchange transactions at highly competitive rates on seventeen (17) of the largest global currencies and to use their holdings as tender. Additionally, Vaultbank is in development on the Vaultbank cryptocurrency exchange, a secure cryptocurrency ICO investing and trading portal that plans to offer low transaction fees, reliable customer service, and access to other private security tokens offerings as well as trading of utility tokens.",VB,18th Jan 2018,18th Feb 2018,https://vaultbank.io/?utm_source=ico.tokens-economy.com,USA,
Other,,property coin,,"Property Coin (PCX) is the first security token backed by a professionally managed portfolio of fix and flip real estate and loans. PCX is managed by Aperture, a California-based real estate technology and investment company. 100% of profits from investing in real estate assets will be reinvested, buying additional real estate assets for tokenholders, which should increase the market value of PCX. Property Coin merges traditional securitization technology into the coin format, and is being created in conjunction with one of the most respected law firms in structured finance. We have been beta testing our systems and methods since 2016, making real world property investments with our own capital. This testing has resulted in the rejection of approximately 99.8% of available investment opportunities and we select only 0.2% of opportunities viewed. To date we have produced over 50% unlevered IRRs on our investments.",PCX,1st May 2018,31st Jul 2018,https://propertycoin.re/en/?utm_source=ico.tokens-economy.com,USA,
Platform,,22x fund,,"The first tokenized opportunity to invest in a group of pre-vetted early stage startups. ~2% acceptance rate for companies chosen for the 500 Startups accelerator program. Get proceeds from the startups as they grow, exit or IPO or trade the 22X Fund token.",22X,9th Mar 2018,23rd Mar 2018,https://www.22xfund.com/?utm_source=ico.tokens-economy.com,USA,
Platform,,aml bitcoin,,"AML BitCoin has been designed by the NAC Foundation, and builds on the AtenCoin platform. The cryptocurrency has built in KYC/AML, anti-theft and anti-criminal features, as well as biometric identification built into the platform. This enables it to be used by companies and individuals transacting with State, Semi-State, Regulated and Unregulated bodies. All AML BitCoin transactions are transparent and recorded in a public ledger, and the senders and receivers are pseudonymous to the public. The transaction validation is decentralized. Every AML BitCoin holder can join this process through PoW/PoS mining.",ATK,6th Oct 2017,13th Feb 2018,https://amltoken.com/?utm_source=ico.tokens-economy.com,USA,
Platform,,cardonio,,"Cardonio solves the current global challenges when it comes to making fiat purchases in the form of Cryptocurrency. Members make purchases via Cardonio Card in fiat currency using their Crypto holdings as security and have 90 days to settle their Credit Card bills. Using Cardonio means you get all the upside of Crypto increasing in value with no risk if it drops due to automatic settlement features that prevent liability. Here at Cardonio we believe that cryptocurrencies have the potential to change the world. They can change the entire distribution of wealth, and give the two billion unbanked people access to the same type of financial services that everybody else has. We are developing financial products that solve real problems around the world for millions of people. The core management team is made up of executives with global experience from some of the most innovative Companies within financial services and technology. We believe we have the right team to execute real change as our leadership team has spent the best part of 15 years developing digital payment and banking solutions globally. We invite you to learn more about Cardonio and the exciting products we are working on.",CFGT,15th Aug 2018,15th Feb 2019,https://cardonio.com?utm_source=ico.tokens-economy.com,UK,
Platform,,crypto noda,,"Crypto Noda is the first automated hosting service for connection, activation, analytics and maintenance of masternode. The idea of the project is simple and clear - the creation of an automated hosting service that allows you to connect any masternode in a couple of clicks. And most importantly, the activation of the masternode unlimited number of coins is completely free, without premature fees. In turn, the service will work exclusively on % of the net profit of partners.",CNOD,27th Aug 2018,31st Dec 2018,https://cryptonoda.online?utm_source=ico.tokens-economy.com,Russia,
Platform,,genesis,3.48,"All invested funds are channeled for purchasing real estate properties that become property of the foundation and form its assets, creating the basis for the future growth and increase of its market value.",GES,1st Apr 2018,30th Jun 2018,http://genesisfound.io?utm_source=ico.tokens-economy.com,Estonia,
Platform,,lxdx,,"LXDX is the crypto derivatives exchange. We give you access to institutional liquidity with products you can’t get anywhere else. LXDX uses Smart Routing and our proprietary matching engine to secure the best-priced trades across all exchanges. Ultra-low latencies of 10 microseconds or less for full system in-and-out execution facilitate the tightest available bid-ask spreads on the market today. Our software runs on our proprietary hardware with both Level 3 market data distribution and support for colocation. This means that individual users can execute millions of trades per second across thousands of pairs. Our technology was developed by a team with decades of experience building trading infrastructure for traditional capital markets. Our mission is to bring innovative financial products to retail crypto investors, providing access to the same speed and scalability that institutional investors already depend on us to deliver each and every day. With LXDX, retail investors on our platform get all the advantages of institutional-grade tech and security. We're releasing 5 million tokens that represent a 10% share in the company and dividend rights to 10% of adjusted gross revenue.",LXDX,5th Nov 2018,5th Dec 2018,http://lxdx.co?utm_source=ico.tokens-economy.com,Malta,
Platform,,neufund,15.1,"Neufund opens innovation for good. Our goal is to provide creators with the tools to fund their ventures by going directly to those who believe in their success. That is why we have chosen the name of Neufund: it is the new way to fund ventures.",NEU,17th Nov 2017,17th Dec 2017,https://neufund.org/?utm_source=ico.tokens-economy.com,Germany,
Platform,,onetotwo,,"OTT-token gives a full (100%) guarantee of payments to its holder, with the expected 100% payback ranges from 1 month (in the most favorable variant) and up to 8 months (in the most unfavorable variant). If the investor decides to refuse to participate in the project, he will be able to apply for the sale of tokens, for this we have developed a "Funds Recovery Fund" (FRF) for 100% protection of the interests of its investors. Funds Recovery Fund is formed from the sale of tokens in the amount of 30% and from instant bets in the amount of 1%. Each investor has the right to apply for the sale of his token(s) at full cost. The token will be automatically redeemed by the Issuer with Funds Recovery Fund after 90 days from the date of application. The token is redeemed strictly at the cost of the purchase price, depending on the stage of purchase at the ICO and the received referral discount.",OTTP,20th Oct 2018,20th Jan 2019,https://1to2.pro/index.php/en/?utm_source=ico.tokens-economy.com,Russia,
